millis,unixtime,datetime,RTC_DS1307,Feeder A,Liters Drank
701, 1507487008, 2017/10/8 18:23:28,A
millis,Sensor
20750015, 5
20750022, -5
20750188, 5
20750256, -5
20750291, 5
20750292, -5
20750294, 5
20750295, -5
20757969, 5
20757975, -5
20757989, 5
20757998, -5
20758306, 5
20758385, -5
20765894, 5
20765913, -5
20765999, 5
20766001, -5
20766056, 5
20766063, -5
20766078, 5
20766140, -5
20766226, 5
20766233, -5
20766236, 5
20766297, -5
20776152, 5
20776214, -5
20776306, 5
20776318, -5
20776327, 5
20776387, -5
20776488, 5
20776509, -5
20776515, 5
20776546, -5
20786051, 5
20786086, -5
20786238, 5
20786336, -5
20786432, 5
20786448, -5
20991888, 3
20991892, -3
20991898, 3
20991906, -3
21040064, 5
21040162, -5
21115503, 3
21115530, -3
21115604, 3
21115619, -3
21115675, 3
21115717, -3
21115741, 3
21115758, -3
21141013, 5
21141047, -5
21141164, 5
21141220, -5
21187449, 4
21187457, -4
21187565, 4
21187582, -4
21542534, 5
21542540, -5
21542546, 5
21542557, -5
21594986, 5
21595016, -5
21595154, 5
21595183, -5
21617093, 2
21617110, -2
21617200, 2
21617207, -2
21632071, 3
21632087, -3
21632104, 3
21632141, -3
21645299, 6
21645338, -6
21646174, 6
21646258, -6
21672204, 2
21672231, -2
21672267, 2
21672336, -2
21675443, 5
21675523, -5
21675677, 5
21675681, -5
21675752, 5
21675781, -5
21701459, 5
21701493, -5
21701633, 5
21701660, -5
21701796, 5
21701818, -5
21701948, 5
21701955, -5
21701966, 5
21701988, -5
21708178, 3
21708204, -3
21708228, 3
21708259, -3
21708372, 3
21708386, -3
21708559, 3
21708636, -3
21719530, 5
21719535, -5
21719864, 5
21719892, -5
21719940, 5
21719950, -5
21729070, 3
21729118, -3
21729172, 3
21729178, -3
21729399, 5
21729404, -5
21729413, 5
21729426, -5
21730060, 5
21730071, -5
21741517, 3
21741538, -3
21741716, 3
21741740, -3
21741910, 3
21741931, -3
21741996, 3
21742010, -3
21748332, 3
21748361, -3
21748516, 3
21748540, -3
21753237, 5
21753240, -5
21753253, 5
21753265, -5
21753737, 5
21753743, -5
21762611, 5
21762614, -5
21762762, 5
21762763, -5
21762765, 5
21762791, -5
21762932, 5
21762979, -5
21763027, 5
21763043, -5
21763108, 5
21763112, -5
21763120, 5
21763141, -5
21763189, 5
21763200, -5
21771740, 4
21771745, -4
21771795, 4
21771853, -4
21771898, 4
21771899, -4
21771940, 4
21771959, -4
21781454, 3
21781491, -3
21781636, 3
21781668, -3
21781820, 3
21781841, -3
21781991, 3
21782026, -3
21782057, 3
21782067, -3
21784032, 5
21784035, -5
21791670, 5
21791683, -5
21791692, 5
21791755, -5
21791856, 5
21791885, -5
21791955, 5
21791956, -5
21791959, 5
21791968, -5
21792025, 5
21792035, -5
21792046, 5
21792063, -5
21792139, 5
21792141, -5
21792205, 5
21792235, -5
21803527, 5
21803529, -5
21803682, 5
21803683, -5
21803688, 5
21803709, -5
21803784, 5
21803792, -5
21803852, 5
21803858, -5
21803874, 5
21803927, -5
21803942, 5
21803966, -5
21807929, 5
21807935, -5
21807946, 5
21807965, -5
21808116, 5
21808124, -5
21809471, 2
21809495, -2
21809596, 2
21809610, -2
21809627, 2
21809636, -2
21809640, 2
21809644, -2
21818781, 5
21818787, -5
21818797, 5
21818828, -5
21818966, 5
21818987, -5
21819128, 5
21819155, -5
21819228, 5
21819244, -5
21819321, 5
21819361, -5
21829863, 2
21829898, -2
21830023, 2
21830029, -2
21830055, 2
21830060, -2
21830062, 2
21830066, -2
21830071, 2
21830079, -2
21830102, 2
21830203, -2
21830205, 2
21830212, -2
21830215, 2
21830824, 5
21830833, -5
21830847, 5
21830854, -5
21830881, 5
21830887, -5
21830943, 5
21830948, -5
21830963, 5
21831021, -5
21832678, -2
21842240, 5
21842262, -5
21842471, 5
21842472, -5
21847430, 2
21847458, -2
21847607, 2
21847638, -2
21847639, 2
21847645, -2
21847667, 2
21847821, -2
21847839, 2
21848532, -2
21854523, 5
21854562, -5
21858426, 5
21858458, -5
21858533, 5
21858538, -5
21858608, 5
21858625, -5
21858658, 5
21858663, -5
21858767, 5
21858791, -5
21858972, 5
21859031, -5
21866274, 5
21866278, -5
21866287, 5
21866300, -5
21866823, 5
21866826, -5
21869367, 5
21869378, -5
21869381, 5
21869413, -5
21869541, 5
21869566, -5
21869730, 5
21869746, -5
21869900, 5
21869904, -5
21877810, 5
21877839, -5
21884273, 3
21884351, -3
21884461, 3
21884514, -3
21884660, 3
21884691, -3
21884846, 3
21884889, -3
21884904, 3
21884909, -3
21884916, 3
21884920, -3
21896147, 5
21896159, -5
21896305, 5
21896310, -5
21896492, 5
21896507, -5
21896590, 5
21896603, -5
21896658, 5
21896665, -5
21896673, 5
21896688, -5
21900263, 5
21900267, -5
21900328, 5
21900351, -5
21908217, 2
21908240, -2
21908251, 2
21908260, -2
21908337, 2
21908403, -2
21908405, 2
21908417, -2
21908429, 2
21908476, -2
21908498, 2
21908536, -2
21908540, 2
21908545, -2
21908546, 2
21908590, -2
21908681, 2
21908754, -2
21908755, 2
21908772, -2
21908782, 2
21908867, -2
21908871, 2
21908882, -2
21908884, 2
21909175, -2
21912119, 5
21912135, -5
21914380, 5
21914387, -5
21914391, 5
21914462, -5
21914548, 5
21914560, -5
21914570, 5
21914654, -5
21925181, 5
21925208, -5
21988872, 1
21989009, -1
21989010, 1
21989011, -1
22007452, 3
22007463, -3
22272043, 5
22272047, -5
22272072, 5
22272142, -5
22272212, 5
22272228, -5
22272233, 5
22272296, -5
22272297, 5
22272299, -5
22339969, 4
22340049, -4
22340125, 4
22340210, -4
22340301, 4
22340357, -4
22353453, 3
22353474, -3
22353604, 3
22353697, -3
22353772, 3
22353778, -3
22353787, 3
22353857, -3
22353858, 3
22353860, -3
22398069, 5
22398082, -5
22398095, 5
22398185, -5
22398252, 5
22398253, -5
22398254, 5
22398258, -5
22398282, 5
22398288, -5
22398301, 5
22398304, -5
22398347, 5
22398419, -5
22422531, 3
22422541, -3
22422683, 3
22422769, -3
22438732, 5
22438746, -5
22438757, 5
22438847, -5
22438849, 5
22438851, -5
22438891, 5
22438893, -5
22438915, 5
22438974, -5
22439045, 5
22439051, -5
22439068, 5
22439112, -5
22439118, 5
22439120, -5
22465723, 5
22465813, -5
22465905, 5
22465978, -5
22466067, 5
22466114, -5
22466123, 5
22466125, -5
22484013, 3
22484102, -3
22484112, 3
22484120, -3
22484121, 3
22484122, -3
22498653, 3
22498770, -3
22513422, 5
22513426, -5
22513441, 5
22513468, -5
22513557, 5
22513584, -5
22529311, 3
22529321, -3
22529471, 3
22529494, -3
22529515, 3
22529545, -3
22529634, 3
22529700, -3
22529716, 3
22529721, -3
22529723, 3
22529724, -3
22562560, 3
22562574, -3
22562579, 3
22562633, -3
22590863, 3
22590938, -3
22591016, 3
22591097, -3
22591100, 3
22591108, -3
22601656, 5
22601710, -5
22601791, 5
22601795, -5
22601806, 5
22601863, -5
22601938, 5
22601942, -5
22601955, 5
22602004, -5
22602014, 5
22602024, -5
22626443, 5
22626532, -5
22626608, 5
22626675, -5
22641690, 3
22641773, -3
22641777, 3
22641779, -3
22656250, 5
22656313, -5
22656389, 5
22656395, -5
22656405, 5
22656459, -5
22656476, 5
22656480, -5
22661208, 6
22661239, -6
22661401, 6
22661431, -6
22661580, 6
22661611, -6
22743614, 5
22743698, -5
22743772, 5
22743849, -5
22743927, 5
22743987, -5
22744000, 5
22744006, -5
22744008, 5
22744009, -5
22768063, 5
22768088, -5
22768204, 5
22768212, -5
22768349, 5
22768405, -5
22808434, 3
22808469, -3
22808607, 3
22808691, -3
22808771, 3
22808773, -3
22808807, 3
22808862, -3
22808867, 3
22808872, -3
22817320, 3
22817430, -3
22818272, 3
22818308, -3
22818323, 3
22818361, -3
22818439, 3
22818532, -3
22828142, 5
22828220, -5
22828286, 5
22828298, -5
22828309, 5
22828381, -5
22828450, 5
22828464, -5
22828469, 5
22828517, -5
22828522, 5
22828532, -5
22828533, 5
22828536, -5
22831230, 3
22831302, -3
22831391, 3
22831492, -3
22839578, 3
22839674, -3
22839749, 3
22839836, -3
22839851, 3
22839860, -3
22858422, 3
22858532, -3
22858540, 3
22858547, -3
22861301, 4
22861420, -4
22864333, 5
22864401, -5
22864417, 5
22864423, -5
22875369, 3
22875468, -3
22875546, 3
22875648, -3
22886725, 5
22886737, -5
22886755, 5
22886814, -5
22886899, 5
22886902, -5
22886927, 5
22886970, -5
22890526, 5
22890533, -5
22890547, 5
22890604, -5
22906016, 3
22906023, -3
22906039, 3
22906053, -3
22908207, 3
22908212, -3
22908264, 3
22908314, -3
22908420, 3
22908426, -3
22908436, 3
22908476, -3
22911431, 6
22911493, -6
22918032, 5
22918085, -5
22918167, 5
22918249, -5
22925071, 3
22925076, -3
22925256, 3
22925339, -3
22938754, 5
22938818, -5
22939179, 3
22939187, -3
22939196, 3
22939256, -3
22939330, 3
22939437, -3
22943436, 5
22943458, -5
22943496, 5
22943502, -5
22949479, 5
22949558, -5
22949632, 5
22949641, -5
22949654, 5
22949720, -5
22949783, 5
22949786, -5
22949809, 5
22949872, -5
22949874, 5
22949875, -5
22957926, 3
22958025, -3
22958098, 3
22958160, -3
22958170, 3
22958180, -3
22958898, 3
22958979, -3
22960093, 3
22960188, -3
22966201, 5
22966226, -5
22966261, 5
22966262, -5
22966321, 5
22966386, -5
22977910, 5
22977929, -5
22977940, 5
22977999, -5
22978089, 5
22978096, -5
22978117, 5
22978162, -5
22991546, 5
22991585, -5
22991754, 5
22991771, -5
22992216, 3
22992229, -3
22992238, 3
22992295, -3
22992382, 3
22992475, -3
22992551, 3
22992555, -3
22992582, 3
22992633, -3
22992634, 3
22992638, -3
23003211, 5
23003222, -5
23003343, 5
23003420, -5
23004495, 5
23004571, -5
23004685, 5
23004760, -5
23009887, 2
23009929, -2
23009967, 2
23010043, -2
23010053, 2
23010137, -2
23010141, 2
23010143, -2
23010144, 2
23010146, -2
23010149, 2
23010151, -2
23010153, 2
23010155, -2
23010535, 2
23011210, -2
23025634, 3
23025647, -3
23025650, 3
23025668, -3
23025808, 3
23025815, -3
23025857, 3
23025916, -3
23025926, 3
23025936, -3
23027172, 3
23027212, -3
23027259, 3
23027265, -3
23031387, 5
23031397, -5
23031544, 5
23031616, -5
23031699, 5
23031703, -5
23040430, 5
23040489, -5
23040586, 5
23040652, -5
23053943, 5
23053953, -5
23054055, 5
23054072, -5
23064714, 2
23064756, -2
23064901, 2
23064903, -2
23064990, 2
23065005, -2
23071991, 5
23071995, -5
23072058, 5
23072088, -5
23072115, 5
23072126, -5
23072148, 5
23072151, -5
23075141, 5
23075226, -5
23075319, 5
23075326, -5
23075436, 5
23075445, -5
23075459, 5
23075536, -5
23075546, 5
23075548, -5
23110850, 5
23110857, -5
23110893, 5
23110895, -5
23110896, 5
23110897, -5
23110957, 5
23110969, -5
23110982, 5
23111035, -5
23111634, 3
23111655, -3
23111784, 3
23111812, -3
23111933, 3
23112019, -3
23112024, 3
23112025, -3
23113316, 6
23113321, -6
23113330, 6
23113333, -6
23113399, 6
23113420, -6
23113435, 6
23113458, -6
23118002, 2
23118031, -2
23118042, 5
23118051, -5
23118065, 5
23118102, -5
23118114, 5
23118115, -5
23118145, 2
23118235, -2
23118237, 2
23118329, -2
23118347, 2
23118349, -2
23118353, 2
23118355, -2
23146011, 5
23146052, -5
23152095, 5
23152157, -5
23152237, 5
23152315, -5
23152380, 5
23152385, -5
23152402, 5
23152443, -5
23185249, 2
23185253, -2
23185330, 2
23185338, -2
23185366, 2
23185422, -2
23185435, 2
23185516, -2
23185899, 2
23186885, -2
23187662, 5
23187668, -5
23187694, 5
23187717, -5
23187799, 5
23187871, -5
23187972, 5
23187999, -5
23188013, 5
23188037, -5
23188049, 5
23188057, -5
23188061, 5
23188070, -5
23190235, 5
23190270, -5
23190380, 5
23190387, -5
23190425, 5
23190429, -5
23198158, 5
23198162, -5
23198186, 5
23198261, -5
23198323, 5
23198330, -5
23198343, 5
23198408, -5
23198485, 5
23198492, -5
23198501, 5
23198518, -5
23198541, 5
23198558, -5
23199486, 3
23199492, -3
23199509, 3
23199516, -3
23199657, 3
23199662, -3
23199706, 3
23199773, -3
23202996, 5
23202997, -5
23202999, 5
23203000, -5
23203063, 5
23203123, -5
23210398, 5
23210411, -5
23210425, 5
23210483, -5
23210559, 5
23210567, -5
23210575, 5
23210633, -5
23210704, 5
23210708, -5
23210728, 5
23210773, -5
23210780, 5
23210785, -5
23210788, 5
23210790, -5
23215605, 5
23215662, -5
23215771, 5
23215828, -5
23215902, 5
23215905, -5
23215945, 5
23215991, -5
23218040, 2
23218084, -2
23218086, 2
23218093, -2
23218125, 2
23218127, -2
23218131, 2
23218185, -2
23218201, 2
23218249, -2
23218250, 2
23218253, -2
23218286, 2
23218318, -2
23218329, 2
23219489, -2
23226981, 5
23226986, -5
23227001, 5
23227022, -5
23227030, 5
23227102, -5
23227114, 5
23227115, -5
23227169, 5
23227173, -5
23227189, 5
23227266, -5
23232712, 5
23232748, -5
23232832, 5
23232843, -5
23232856, 5
23232905, -5
23232936, 5
23232945, -5
23239473, 3
23239557, -3
23239630, 3
23239696, 5
23239728, -3
23239769, -5
23239799, 3
23239833, 5
23239895, -3
23239899, 3
23239900, -3
23239901, 3
23239902, -3
23239923, -5
23240014, 5
23240022, -5
23240033, 5
23240104, -5
23240114, 5
23240118, -5
23240189, 5
23240203, -5
23240222, 5
23240284, -5
23247297, 2
23247304, -2
23247370, 2
23247411, -2
23247441, 2
23247501, -2
23247509, 2
23247517, -2
23247528, 2
23247532, -2
23247539, 2
23248151, -2
23251406, 6
23251502, -6
23251572, 6
23251687, -6
23251744, 6
23251756, -6
23251768, 6
23251825, -6
23251826, 6
23251827, -6
23251832, 6
23251833, -6
23258592, 5
23258597, -5
23258631, 5
23258655, -5
23258748, 5
23258750, -5
23258766, 5
23258838, -5
23260991, 3
23261017, -3
23261059, 3
23261064, -3
23261110, 3
23261158, -3
23261189, 3
23261203, -3
23264083, 5
23264151, -5
23264232, 5
23264303, -5
23264384, 5
23264392, -5
23264400, 5
23264468, -5
23269287, 2
23269338, -2
23269363, 2
23269479, -2
23269480, 2
23269489, -2
23269528, 2
23269608, -2
23269613, 2
23270528, -2
23272464, 5
23272477, -5
23272484, 5
23272571, -5
23276943, 6
23277043, -6
23277070, 6
23277073, -6
23277124, 6
23277213, -6
23277239, 6
23277242, -6
23277309, 6
23277328, -6
23277333, 6
23277371, -6
23277375, 6
23277384, -6
23277388, 6
23277389, -6
23279803, 2
23279833, -2
23279901, 2
23279922, -2
23279923, 2
23279933, -2
23279934, 2
23279935, -2
23279966, 2
23280076, -2
23280080, 2
23280086, -2
23280087, 2
23280089, -2
23280092, 2
23280095, -2
23280247, 2
23280979, -2
23282061, 3
23282156, -3
23282219, 3
23282322, -3
23288288, 2
23288296, -2
23288380, 2
23288568, -2
23288600, 2
23288684, -2
23289493, 3
23289499, -3
23289649, 3
23289742, -3
23289824, 3
23289912, -3
23290795, 5
23290801, -5
23290855, 5
23290870, -5
23290875, 5
23290898, -5
23291638, 3
23291747, -3
23291814, 3
23291914, -3
23298566, 5
23298624, -5
23298644, 5
23298648, -5
23298649, 5
23298651, -5
23298707, 5
23298801, -5
23298816, 5
23298820, -5
23298880, 5
23298881, -5
23298947, 5
23298959, -5
23299898, 2
23299928, -2
23299989, 2
23300028, -2
23300055, 2
23300123, -2
23300155, 2
23300176, -2
23300185, 2
23300224, -2
23300329, 2
23300339, -2
23301328, 5
23301340, -5
23301371, 5
23301377, -5
23301386, 5
23301390, -5
23301456, 5
23301473, -5
23304974, 5
23305050, -5
23305134, 5
23305200, -5
23305321, 5
23305353, -5
23313840, 5
23313922, -5
23313997, 5
23314002, -5
23314013, 5
23314071, -5
23314151, 5
23314161, -5
23314169, 5
23314232, -5
23315684, 5
23315706, -5
23315743, 5
23315744, -5
23315745, 5
23315747, -5
23315803, 5
23315867, -5
23320606, 3
23320640, -3
23320681, 3
23320697, -3
23322260, 3
23322376, -3
23324071, 5
23324089, -5
23324108, 5
23324187, -5
23324290, 5
23324357, -5
23324434, 5
23324525, -5
23324607, 5
23324621, -5
23324653, 5
23324731, -5
23342574, 5
23342598, -5
23345537, 2
23345550, -2
23345630, 2
23345743, -2
23348609, 5
23348663, -5
23348747, 5
23348750, -5
23348768, 5
23348830, -5
23348905, 5
23348986, -5
23353705, 2
23353796, -2
23353799, 2
23353883, -2
23353900, 2
23353926, -2
23353935, 2
23355017, -2
23357928, 5
23358005, -5
23358074, 5
23358094, -5
23358100, 5
23358167, -5
23358252, 5
23358333, -5
23358344, 5
23358359, -5
23358418, 5
23358423, -5
23358438, 5
23358498, -5
23365011, 5
23365076, -5
23366301, 3
23366334, -3
23366450, 3
23366482, -3
23366614, 3
23366711, -3
23366739, 3
23366744, -3
23372982, 5
23372989, -5
23373020, 5
23373024, -5
23380086, 2
23380096, -2
23380150, 2
23380180, -2
23380188, 2
23380195, -2
23380234, 2
23380251, -2
23380316, 2
23380361, -2
23380390, 2
23380435, -2
23380480, 2
23380493, -2
23380496, 2
23381433, -2
23384331, 3
23384386, -3
23390434, 5
23390543, -5
23390548, 5
23390555, -5
23390632, 5
23390704, -5
23390778, 5
23390788, -5
23390811, 5
23390896, -5
23390949, 5
23390953, -5
23391004, 5
23391042, -5
23391043, 5
23391050, -5
23391116, 5
23391120, -5
23391153, 5
23391190, -5
23394101, 5
23394180, -5
23394260, 5
23394272, -5
23394278, 5
23394339, -5
23397190, 5
23397231, -5
23404776, 3
23404844, -3
23404933, 3
23405023, -3
23405106, 3
23405145, -3
23405162, 3
23405198, -3
23423498, 5
23423510, -5
23423521, 5
23423581, -5
23423676, 5
23423684, -5
23423686, 5
23423759, -5
23423844, 5
23423926, -5
23424009, 5
23424022, -5
23424031, 5
23424090, -5
23424091, 5
23424092, -5
23424093, 5
23424096, -5
23425809, 3
23425814, -3
23425890, 3
23425893, -3
23436467, 5
23436545, -5
23436623, 5
23436708, -5
23436786, 5
23436790, -5
23436849, 5
23436872, -5
23445993, 6
23446001, -6
23453897, 3
23453924, -3
23454043, 3
23454160, -3
23454161, 3
23454162, -3
23454216, 3
23454243, -3
23456813, 5
23456908, -5
23457024, 5
23457091, -5
23457162, 5
23457174, -5
23457201, 5
23457258, -5
23457330, 5
23457334, -5
23457391, 5
23457421, -5
23464593, 3
23464690, -3
23464779, 3
23464811, -3
23464956, 3
23465038, -3
23469708, 5
23469724, -5
23469741, 5
23469810, -5
23469821, 5
23469831, -5
23479341, 3
23479436, -3
23479512, 3
23479622, -3
23479625, 3
23479632, -3
23479636, 3
23479639, -3
23479700, 3
23479790, -3
23479792, 3
23479802, -3
23486060, 5
23486157, -5
23486235, 5
23486248, -5
23486263, 5
23486328, -5
23489218, 3
23489331, -3
23489403, 3
23489494, -3
23489571, 3
23489649, -3
23502419, 6
23502481, -6
23502597, 6
23502605, -6
23503222, 5
23503312, -5
23503447, 5
23503481, -5
23503495, 5
23503508, -5
23503518, 5
23503525, -5
23503574, 5
23503579, -5
23503625, 5
23503661, -5
23503674, 5
23503687, -5
23503750, 5
23503757, -5
23503761, 5
23503764, -5
23503799, 5
23503839, -5
23512842, 3
23512898, -3
23518853, 5
23518931, -5
23519025, 5
23519105, -5
23519161, 5
23519172, -5
23519176, 5
23519229, -5
23528479, 5
23528489, -5
23528509, 5
23528562, -5
23528570, 5
23528593, -5
23528691, 5
23528757, -5
23528841, 5
23528868, -5
23528872, 5
23528919, -5
23528996, 5
23529090, -5
23529175, 5
23529200, -5
23529239, 5
23529255, -5
23529257, 5
23529271, -5
23531225, 6
23531243, -6
23531247, 6
23531342, -6
23531348, 6
23531350, -6
23531746, 6
23531776, -6
23543899, 6
23543959, -6
23544052, 6
23544055, -6
23544127, 6
23544131, -6
23544286, 5
23544372, -5
23544382, 5
23544403, -5
23544408, 5
23544409, -5
23544474, 5
23544477, -5
23544511, 5
23544515, -5
23544664, 5
23544665, -5
23544742, 5
23544810, -5
23544913, 5
23544980, -5
23544987, 5
23544994, -5
23545010, 5
23545019, -5
23550210, 5
23550222, -5
23550234, 5
23550303, -5
23550376, 5
23550383, -5
23550392, 5
23550461, -5
23558933, 5
23558977, -5
23559068, 5
23559119, -5
23559123, 5
23559145, -5
23564686, 5
23564717, -5
23564728, 5
23564742, -5
23564826, 5
23564829, -5
23564860, 5
23564953, -5
23565048, 5
23565089, -5
23565093, 5
23565099, -5
23567560, 5
23567564, -5
23567581, 5
23567641, -5
23567770, 5
23567776, -5
23567886, 5
23567949, -5
23573257, 3
23573277, -3
23576252, 5
23576278, -5
23576697, 5
23576719, -5
23584558, 5
23584635, -5
23584651, 5
23584656, -5
23584657, 5
23584658, -5
23584707, 5
23584789, -5
23584874, 5
23584923, -5
23584959, 5
23584965, -5
23591495, 3
23591538, -3
23591648, 3
23591649, -3
23591654, 3
23591680, -3
23591831, 3
23591944, -3
23591953, 3
23591954, -3
23595860, 3
23595872, -3
23595943, 3
23595954, -3
23596023, 3
23596102, -3
23600326, 5
23600409, -5
23600459, 5
23600465, -5
23600484, 5
23600541, -5
23606272, 5
23606327, -5
23606411, 5
23606507, -5
23606581, 5
23606684, -5
23606689, 5
23606691, -5
23616874, 5
23616939, -5
23617039, 5
23617098, -5
23617175, 5
23617243, -5
23617257, 5
23617266, -5
23618746, 5
23618747, -5
23618837, 5
23618874, -5
23618982, 5
23619056, -5
23619152, 5
23619233, -5
23619343, 5
23619387, -5
23619404, 5
23619414, -5
23626113, 5
23626199, -5
23626275, 5
23626280, -5
23626292, 5
23626348, -5
23627535, 3
23627571, -3
23627663, 3
23627782, -3
23627785, 3
23627786, -3
23627787, 3
23627788, -3
23631441, 3
23631455, -3
23631592, 3
23631593, -3
23631596, 3
23631621, -3
23631769, 3
23631799, -3
23631872, 3
23631885, -3
23631889, 3
23631894, -3
23631895, 3
23631900, -3
23631901, 3
23631903, -3
23634692, 5
23634697, -5
23634712, 5
23634776, -5
23634781, 5
23634789, -5
23634863, 5
23634871, -5
23634877, 5
23634933, -5
23635017, 5
23635090, -5
23639996, 6
23640030, -6
23642711, 5
23642802, -5
23642911, 5
23642994, -5
23643058, 5
23643065, -5
23643087, 5
23643184, -5
23643239, 5
23643249, -5
23643264, 5
23643338, -5
23643399, 5
23643403, -5
23643438, 5
23643458, -5
23647993, 5
23648035, -5
23656990, 5
23657047, -5
23657127, 5
23657132, -5
23657146, 5
23657212, -5
23657285, 5
23657289, -5
23657303, 5
23657353, -5
23661704, 3
23661718, -3
23661862, 3
23661896, -3
23661966, 3
23661978, -3
23666361, 5
23666451, -5
23666564, 5
23666640, -5
23666712, 5
23666803, -5
23666893, 5
23666968, -5
23667064, 5
23667107, -5
23667119, 5
23667130, -5
23669939, 5
23669948, -5
23669957, 5
23670012, -5
23670023, 5
23670031, -5
23670041, 5
23670043, -5
23670104, 5
23670175, -5
23670260, 5
23670326, -5
23670410, 5
23670420, -5
23670447, 5
23670453, -5
23670461, 5
23670469, -5
23670471, 5
23670474, -5
23677228, 3
23677236, -3
23677242, 3
23677250, -3
23677327, 3
23677338, -3
23684909, 5
23684995, -5
23685074, 5
23685150, -5
23690653, 5
23690665, -5
23690727, 5
23690735, -5
23690749, 5
23690759, -5
23693860, 5
23693948, -5
23694029, 5
23694035, -5
23694046, 5
23694107, -5
23694189, 5
23694267, -5
23694354, 5
23694416, -5
23702208, 5
23702252, -5
23702285, 5
23702296, -5
23702375, 5
23702456, -5
23702542, 5
23702553, -5
23702568, 5
23702654, -5
23702716, 5
23702796, -5
23702797, 5
23702798, -5
23702800, 5
23702806, -5
23702874, 5
23702899, -5
23702927, 5
23702935, -5
23704275, 5
23704290, -5
23704384, 5
23704470, -5
23704595, 5
23704606, -5
23711645, 5
23711646, -5
23715124, 5
23715225, -5
23715309, 5
23715313, -5
23715325, 5
23715371, -5
23722343, 5
23722412, -5
23729331, 5
23729424, -5
23729530, 5
23729590, -5
23729606, 5
23729614, -5
23730806, 5
23730895, -5
23730982, 5
23731047, -5
23731054, 3
23731075, -3
23731251, 3
23731369, -3
23731376, 3
23731377, -3
23731378, 3
23731380, -3
23731436, 3
23731473, 5
23731512, -5
23731550, -3
23731558, 3
23731561, -3
23731563, 3
23731569, -3
23737794, 5
23737806, -5
23740210, 5
23740260, -5
23740349, 5
23740434, -5
23740528, 5
23740592, -5
23740738, 5
23740755, -5
23740779, 5
23740780, -5
23740781, 5
23740783, -5
23742580, 5
23742676, -5
23742755, 5
23742759, -5
23742789, 5
23742860, -5
23742937, 5
23742950, -5
23742956, 5
23743016, -5
23743095, 5
23743100, -5
23743139, 5
23743156, -5
23743162, 5
23743184, -5
23743185, 5
23743188, -5
23743876, 6
23743952, -6
23744047, 6
23744144, -6
23744145, 6
23744152, -6
23748800, 6
23748804, -6
23748828, 6
23748843, -6
23748871, 6
23748876, -6
23749648, 5
23749701, -5
23749787, 5
23749883, -5
23749889, 5
23749893, -5
23749957, 5
23750038, -5
23750136, 5
23750192, -5
23750195, 5
23750201, -5
23754765, 5
23754841, -5
23754951, 5
23755027, -5
23755103, 5
23755206, -5
23755281, 5
23755358, -5
23755376, 5
23755380, -5
23755453, 5
23755472, -5
23755490, 3
23755497, 5
23755506, -5
23755518, 5
23755520, -3
23755521, 3
23755523, -3
23755528, 3
23755530, -5
23755533, -3
23755575, 3
23755589, -3
23755592, 3
23755601, -3
23759456, 5
23759468, -5
23759479, 5
23759555, -5
23759637, 5
23759644, -5
23759656, 5
23759713, -5
23761932, 5
23761999, -5
23762079, 5
23762087, -5
23762101, 5
23762148, -5
23762174, 5
23762188, -5
23762253, 5
23762255, -5
23762280, 5
23762376, -5
23762441, 5
23762513, -5
23762529, 5
23762539, -5
23762548, 5
23762550, -5
23762551, 5
23762553, -5
23769754, 3
23769791, -3
23769949, 3
23769986, -3
23770047, 3
23770070, -3
23770081, 3
23770084, -3
23774675, 5
23774761, -5
23774848, 5
23774932, -5
23775055, 5
23775089, -5
23780265, 3
23780296, -3
23780377, 3
23780386, -3
23781606, 6
23781709, -6
23781728, 6
23781740, -6
23786187, 5
23786194, -5
23786199, 5
23786227, -5
23786291, 5
23786298, -5
23786372, 5
23786395, -5
23786542, 5
23786549, -5
23786561, 5
23786597, -5
23786633, 5
23786656, -5
23789038, 5
23789122, -5
23789204, 5
23789291, -5
23789294, 5
23789304, -5
23789313, 5
23789319, -5
23789378, 5
23789461, -5
23789550, 5
23789587, 3
23789600, -3
23789615, -5
23789719, 5
23789740, -5
23789766, 5
23789767, 3
23789769, -3
23789779, -5
23804409, 5
23804440, -5
23804484, 5
23804500, -5
23804585, 5
23804628, -5
23804766, 5
23804864, -5
23804955, 5
23805027, -5
23805042, 5
23805049, -5
23808817, 5
23808825, -5
23808837, 5
23808910, -5
23808996, 5
23809081, -5
23809162, 5
23809228, -5
23809338, 5
23809384, -5
23809496, 5
23809540, -5
23809550, 5
23809566, -5
23809569, 5
23809571, -5
23815603, 3
23815648, -3
23815761, 3
23815815, -3
23820574, 3
23820607, -3
23820762, 3
23820804, -3
23820870, 3
23820895, -3
23824309, 5
23824353, -5
23824448, 5
23824525, -5
23824623, 5
23824669, -5
23824693, 5
23824707, -5
23825481, 3
23825550, -3
23825649, 3
23825715, -3
23833563, 3
23833571, -3
23833745, 3
23833771, -3
23833923, 3
23833950, -3
23834107, 3
23834144, -3
23834205, 3
23834221, -3
23834223, 3
23834229, -3
23848450, 6
23848512, -6
23848572, 6
23848604, -6
23849634, 5
23849651, -5
23849707, 5
23849723, -5
23849805, 5
23849861, -5
23861754, 3
23861762, -3
23861783, 3
23861862, -3
23861947, 3
23862053, -3
23863265, 3
23863270, -3
23863282, 3
23863296, -3
23863374, 3
23863382, -3
